Reference,Associated Study Title,Enrollment Years,Study Factors,Stressor Source Category,Exposure Stressor,Stressor Source Details,Number of Stressor Samples,Stressor Notes,Number of Receptors,Receptors,Receptor Notes,Smoking Status,Age,Sex,Race,Methods,LOD/LOQ,Detection Frequency (%),Medium,Exposure Marker,Marker Level,Measurement Statistic,Assay Notes,Country,State or Province,"City, Town, Region or Area",Exposure Event Notes,Outcome Relationship,Disease,Phenotype,Anatomy,Exposure Outcome Notes
25564368,Cardiovascular Health and Air Pollution Study,,,Environmental,Polycyclic Aromatic Hydrocarbons,traffic-related air pollution,,,43,Subjects with disease:Coronary Artery Disease,,Non-smoker,84.7 years (mean),47% Males (Only)|54% Females (Only),2% Hispanic|98% White,linear mixed-effects regression models,,,blood,IL1B,,,,United States,California,Los Angeles air basin,,positive correlation,,increased gene expression,Blood,
25564368,Cardiovascular Health and Air Pollution Study,,,Environmental,Polycyclic Aromatic Hydrocarbons,traffic-related air pollution,,,43,Subjects with disease:Coronary Artery Disease,,Non-smoker,84.7 years (mean),47% Males (Only)|54% Females (Only),2% Hispanic|98% White,linear mixed-effects regression models,,,blood,NQO1,,,,United States,California,Los Angeles air basin,,positive correlation,,increased gene expression,Blood,
25564368,Cardiovascular Health and Air Pollution Study,,,Environmental,Polycyclic Aromatic Hydrocarbons,traffic-related air pollution,,,43,Subjects with disease:Coronary Artery Disease,,Non-smoker,84.7 years (mean),47% Males (Only)|54% Females (Only),2% Hispanic|98% White,linear mixed-effects regression models,,,blood,NFE2L2,,,,United States,California,Los Angeles air basin,,positive correlation,,increased gene expression,Blood,
25564368,Cardiovascular Health and Air Pollution Study,,,Environmental,Polycyclic Aromatic Hydrocarbons,traffic-related air pollution,,,43,Subjects with disease:Coronary Artery Disease,,Non-smoker,84.7 years (mean),47% Males (Only)|54% Females (Only),2% Hispanic|98% White,linear mixed-effects regression models,,,blood,SELP,,,,United States,California,Los Angeles air basin,,positive correlation,,increased gene expression,Blood,
25564368,Cardiovascular Health and Air Pollution Study,,,Environmental,Polycyclic Aromatic Hydrocarbons,traffic-related air pollution,,,43,Subjects with disease:Coronary Artery Disease,,Non-smoker,84.7 years (mean),47% Males (Only)|54% Females (Only),2% Hispanic|98% White,linear mixed-effects regression models,,,blood,SOD2,,,,United States,California,Los Angeles air basin,,positive correlation,,increased gene expression,Blood,
23717615,,,genetics,Environmental,Polycyclic Aromatic Hydrocarbons,traffic-related air pollution,,,60,Subjects with disease:Coronary Artery Disease,,100% Non-smoker,>65 years (range),,,air monitoring,,,air,Polycyclic Aromatic Hydrocarbons,0.49 nanograms per cubic meter,mean,daily averages of 47 weeks of air monitoring,United States,California,Los Angeles air basin,,,,,,
23717615,,,genetics,Environmental,Polycyclic Aromatic Hydrocarbons,traffic-related air pollution,,,60,Subjects with disease:Coronary Artery Disease,,100% Non-smoker,>65 years (range),,,air monitoring,,,air,Polycyclic Aromatic Hydrocarbons,0.43 nanograms per cubic meter,median,daily averages of 47 weeks of air monitoring,United States,California,Los Angeles air basin,,,,,,
23717615,,,genetics,Environmental,Polycyclic Aromatic Hydrocarbons,traffic-related air pollution,,,60,Subjects with disease:Coronary Artery Disease,,100% Non-smoker,>65 years (range),,,air monitoring,,,air,Polycyclic Aromatic Hydrocarbons,0.16 nanograms per cubic meter,interquartile range,daily averages of 47 weeks of air monitoring,United States,California,Los Angeles air basin,,,,,,
23717615,,,genetics,Environmental,Polycyclic Aromatic Hydrocarbons,traffic-related air pollution,,,60,Subjects with disease:Coronary Artery Disease,,100% Non-smoker,>65 years (range),,,air monitoring,,,air,Polycyclic Aromatic Hydrocarbons,0.33 nanograms per cubic meter,minimum,daily averages of 47 weeks of air monitoring,United States,California,Los Angeles air basin,,,,,,
23717615,,,genetics,Environmental,Polycyclic Aromatic Hydrocarbons,traffic-related air pollution,,,60,Subjects with disease:Coronary Artery Disease,,100% Non-smoker,>65 years (range),,,air monitoring,,,air,Polycyclic Aromatic Hydrocarbons,1.01 nanograms per cubic meter,maximum,daily averages of 47 weeks of air monitoring,United States,California,Los Angeles air basin,,,,,,
23717615,,,genetics,Environmental,Polycyclic Aromatic Hydrocarbons,traffic-related air pollution,,,60,Subjects with disease:Coronary Artery Disease,,100% Non-smoker,>65 years (range),,,mixed-effect models,,,,,,,,United States,California,Los Angeles air basin,,positive correlation,,increased inflammatory response,Plasma,"Increases in polycyclic aromatic hydrocarbons were associated with increases in IL6 and TNFa, biomarkers of inflammation, with stronger associations in subjects with mitochondrial haplogroup H than U"
25564368,Cardiovascular Health and Air Pollution Study,,,Environmental,Polycyclic Aromatic Hydrocarbons,,,particulate matter with aerodynamic diameter 0.25 - 2.5 microns,43,Subjects with disease:Coronary Artery Disease,,Non-smoker,84.7 years (mean),47% Males (Only)|54% Females (Only),2% Hispanic|98% White,,,,air,Polycyclic Aromatic Hydrocarbons,0.53 nanograms per cubic meter,mean,,United States,California,Los Angeles air basin,,,,,,
25564368,Cardiovascular Health and Air Pollution Study,,,Environmental,Polycyclic Aromatic Hydrocarbons,,,particulate matter with aerodynamic diameter 0.25 - 2.5 microns,43,Subjects with disease:Coronary Artery Disease,,Non-smoker,84.7 years (mean),47% Males (Only)|54% Females (Only),2% Hispanic|98% White,,,,air,Polycyclic Aromatic Hydrocarbons,0.47 nanograms per cubic meter,median,,United States,California,Los Angeles air basin,,,,,,
25564368,Cardiovascular Health and Air Pollution Study,,,Environmental,Polycyclic Aromatic Hydrocarbons,,,particulate matter with aerodynamic diameter 0.25 - 2.5 microns,43,Subjects with disease:Coronary Artery Disease,,Non-smoker,84.7 years (mean),47% Males (Only)|54% Females (Only),2% Hispanic|98% White,,,,air,Polycyclic Aromatic Hydrocarbons,0.26 nanograms per cubic meter,interquartile range,,United States,California,Los Angeles air basin,,,,,,
25564368,Cardiovascular Health and Air Pollution Study,,,Environmental,Polycyclic Aromatic Hydrocarbons,,,particulate matter with aerodynamic diameter 0.25 - 2.5 microns,43,Subjects with disease:Coronary Artery Disease,,Non-smoker,84.7 years (mean),47% Males (Only)|54% Females (Only),2% Hispanic|98% White,,,,air,Polycyclic Aromatic Hydrocarbons,0.36 nanograms per cubic meter,minimum,,United States,California,Los Angeles air basin,,,,,,
25564368,Cardiovascular Health and Air Pollution Study,,,Environmental,Polycyclic Aromatic Hydrocarbons,,,particulate matter with aerodynamic diameter 0.25 - 2.5 microns,43,Subjects with disease:Coronary Artery Disease,,Non-smoker,84.7 years (mean),47% Males (Only)|54% Females (Only),2% Hispanic|98% White,,,,air,Polycyclic Aromatic Hydrocarbons,1.01 nanograms per cubic meter,maximum,,United States,California,Los Angeles air basin,,,,,,
25564368,Cardiovascular Health and Air Pollution Study,,,Environmental,Polycyclic Aromatic Hydrocarbons,,,particulate matter with aerodynamic diameter 0.25 microns,43,Subjects with disease:Coronary Artery Disease,,Non-smoker,84.7 years (mean),47% Males (Only)|54% Females (Only),2% Hispanic|98% White,,,,air,Polycyclic Aromatic Hydrocarbons,1.13 nanograms per cubic meter,mean,,United States,California,Los Angeles air basin,,,,,,
25564368,Cardiovascular Health and Air Pollution Study,,,Environmental,Polycyclic Aromatic Hydrocarbons,,,particulate matter with aerodynamic diameter 0.25 microns,43,Subjects with disease:Coronary Artery Disease,,Non-smoker,84.7 years (mean),47% Males (Only)|54% Females (Only),2% Hispanic|98% White,,,,air,Polycyclic Aromatic Hydrocarbons,0.97 nanograms per cubic meter,median,,United States,California,Los Angeles air basin,,,,,,
25564368,Cardiovascular Health and Air Pollution Study,,,Environmental,Polycyclic Aromatic Hydrocarbons,,,particulate matter with aerodynamic diameter 0.25 microns,43,Subjects with disease:Coronary Artery Disease,,Non-smoker,84.7 years (mean),47% Males (Only)|54% Females (Only),2% Hispanic|98% White,,,,air,Polycyclic Aromatic Hydrocarbons,0.46 nanograms per cubic meter,interquartile range,,United States,California,Los Angeles air basin,,,,,,
25564368,Cardiovascular Health and Air Pollution Study,,,Environmental,Polycyclic Aromatic Hydrocarbons,,,particulate matter with aerodynamic diameter 0.25 microns,43,Subjects with disease:Coronary Artery Disease,,Non-smoker,84.7 years (mean),47% Males (Only)|54% Females (Only),2% Hispanic|98% White,,,,air,Polycyclic Aromatic Hydrocarbons,0.55 nanograms per cubic meter,minimum,,United States,California,Los Angeles air basin,,,,,,
25564368,Cardiovascular Health and Air Pollution Study,,,Environmental,Polycyclic Aromatic Hydrocarbons,,,particulate matter with aerodynamic diameter 0.25 microns,43,Subjects with disease:Coronary Artery Disease,,Non-smoker,84.7 years (mean),47% Males (Only)|54% Females (Only),2% Hispanic|98% White,,,,air,Polycyclic Aromatic Hydrocarbons,2.7 nanograms per cubic meter,maximum,,United States,California,Los Angeles air basin,,,,,,
27023119,,2012-2013,,Environmental,Polycyclic Aromatic Hydrocarbons,,,,170,Subjects with disease:Hypertension,housewives,67% Non-smoker|33% Passive smoker,>=30 years (range),100% Females (Only),,gas chromatography-mass spectrometry,,,hair,Polycyclic Aromatic Hydrocarbons,655 nanograms per gram,median,sum of polycyclic aromatic hydrocarbons,China,Shanxi Province,,,,,,,
27023119,,2012-2013,,Environmental,Polycyclic Aromatic Hydrocarbons,,,,170,Subjects with disease:Hypertension,housewives,67% Non-smoker|33% Passive smoker,>=30 years (range),100% Females (Only),,gas chromatography-mass spectrometry,,,hair,Polycyclic Aromatic Hydrocarbons,392-1134 nanograms per gram,interquartile range,sum of polycyclic aromatic hydrocarbons,China,Shanxi Province,,,,,,,
27023119,,2012-2013,,Environmental,Polycyclic Aromatic Hydrocarbons,,,,235,Controls for disease:Hypertension,housewives,61% Non-smoker|39% Passive smoker,>=30 years (range),100% Females (Only),,gas chromatography-mass spectrometry,,,hair,Polycyclic Aromatic Hydrocarbons,1032 nanograms per gram,median,sum of polycyclic aromatic hydrocarbons,China,Shanxi Province,,,,,,,
27023119,,2012-2013,,Environmental,Polycyclic Aromatic Hydrocarbons,,,,235,Controls for disease:Hypertension,housewives,61% Non-smoker|39% Passive smoker,>=30 years (range),100% Females (Only),,gas chromatography-mass spectrometry,,,hair,Polycyclic Aromatic Hydrocarbons,620-1625 nanograms per gram,interquartile range,sum of polycyclic aromatic hydrocarbons,China,Shanxi Province,,,,,,,
26878282,National Health and Nutrition Examination Survey (NHANES),2001-2010,,Environmental,Polycyclic Aromatic Hydrocarbons,,,,"7,301",Study subjects,"merged NHANES cohorts, with subjects greater than 20 years of age",,46.2 years (mean),49% Males (Only)|51% Females (Only),11% Black|13% Hispanic|5% Other|71% White,logistic regression models,,,urine,1-naphthol,,,,United States,,,,positive correlation,Cardiovascular Diseases,,,"statistically robust: age-sex adjusted OR = 1.13 (95% CI: 1.07, 1.21), multivariable-adjusted OR = 1.11 (95% CI: 1.04, 1.18)"
26878282,National Health and Nutrition Examination Survey (NHANES),2001-2010,,Environmental,Polycyclic Aromatic Hydrocarbons,,,,"7,301",Study subjects,"merged NHANES cohorts, with subjects greater than 20 years of age",,46.2 years (mean),49% Males (Only)|51% Females (Only),11% Black|13% Hispanic|5% Other|71% White,logistic regression models,,,urine,2-naphthol,,,,United States,,,,positive correlation,Cardiovascular Diseases,,,"statistically robust: age-sex adjusted OR = 1.31 (95% CI: 1.19, 1.45), multivariable-adjusted OR = 1.22 (95% CI: 1.08, 1.38)"
26878282,National Health and Nutrition Examination Survey (NHANES),2001-2010,,Environmental,Polycyclic Aromatic Hydrocarbons,,,,"7,301",Study subjects,"merged NHANES cohorts, with subjects greater than 20 years of age",,46.2 years (mean),49% Males (Only)|51% Females (Only),11% Black|13% Hispanic|5% Other|71% White,logistic regression models,,,urine,2-hydroxyfluorene,,,,United States,,,,positive correlation,Cardiovascular Diseases,,,"statistically robust: age-sex adjusted OR = 1.31 (95% CI: 1.18. 1.45), multivariable-adjusted OR = 1.27 (95% CI: 1.12, 1.43)"
26878282,National Health and Nutrition Examination Survey (NHANES),2001-2010,,Environmental,Polycyclic Aromatic Hydrocarbons,,,,"7,301",Study subjects,"merged NHANES cohorts, with subjects greater than 20 years of age",,46.2 years (mean),49% Males (Only)|51% Females (Only),11% Black|13% Hispanic|5% Other|71% White,logistic regression models,,,urine,1-hydroxyphenanthrene,,,,United States,,,,prediction/hypothesis,Cardiovascular Diseases,,,"not statistically robust: age-sex adjusted OR = 1.12 (95% CI: 1.00, 1.25), multivariable-adjusted OR = 1.07 (95% CI: 0.94, 1.21)"
26878282,National Health and Nutrition Examination Survey (NHANES),2001-2010,,Environmental,Polycyclic Aromatic Hydrocarbons,,,,"7,301",Study subjects,"merged NHANES cohorts, with subjects greater than 20 years of age",,46.2 years (mean),49% Males (Only)|51% Females (Only),11% Black|13% Hispanic|5% Other|71% White,logistic regression models,,,urine,1-hydroxypyrene,,,,United States,,,,prediction/hypothesis,Cardiovascular Diseases,,,"not statistically robust: age-sex adjusted OR = 1.20 (95% CI: 1.08, 1.33), multivariable-adjusted OR = 1.12 (95% CI: 1.00, 1.26)"
26758679,,2011-2011,,Occupational,Polycyclic Aromatic Hydrocarbons,coke oven plant,,,489,Workers,coke oven workers,60% Current smoker|41% Non-smoker,41.9 years (mean),90% Males (Only)|10% Females (Only),,ELISA | multiple linear regression models,,,,,,,,China,Hubei,Wuhan,,prediction/hypothesis,Cardiovascular Diseases,,,
21193387,,2002-2004,,Environmental,Potassium,"Air Pollutants, Traffic Pollution",,,,,,,,,,energy dispersive x-ray fluorescence | filter sampling | reflectometry,,,air,Potassium,,,,United States,Washingtom,Seattle,"Particulate Matter <= 2.5 microns, cold season",positive correlation,Cardiovascular Diseases,,,
16299096,,1998-1999,,Environmental,Potassium,personal,225,,36,Subjects with disease:Cardiovascular Diseases,,Non-smoker,50-84 years (range),,,energy dispersive x-ray fluorescence,,,air,Potassium,87.4 nanograms per cubic meter,median,personal exposure monitoring,Netherlands,,Amsterdam,,,,,,
16299096,,1998-1999,,Environmental,Potassium,personal,225,,36,Subjects with disease:Cardiovascular Diseases,,Non-smoker,50-84 years (range),,,energy dispersive x-ray fluorescence,,,air,Potassium,1.4 nanograms per cubic meter,minimum,personal exposure monitoring,Netherlands,,Amsterdam,,,,,,
